Date,Type,category_name,Amount,Currency,Note,Labels,date_format,amount
2024-04-12T04:30:54+00:00,Expense,Acommodation,-0.767161,USD,,,2024-04,0.767161
2024-04-12T08:38:55+00:00,Expense,Restaurant,-4.602966,USD,,lunch,2024-04,4.602966
2024-04-13T03:35:25+00:00,Expense,Coffee,-0.767161,USD,Dried apples,,2024-04,0.767161
2024-04-13T04:28:09+00:00,Expense,Restaurant,-2.3781991,USD,,breakfast,2024-04,2.3781991
2024-04-13T04:32:20+00:00,Expense,Coffee,-1.1507415,USD,,,2024-04,1.1507415
2024-04-13T05:23:25+00:00,Expense,Alcohol,-3.835805,USD,,,2024-04,3.835805
2024-04-13T05:23:44+00:00,Expense,Restaurant,-11.507415,USD,,dinner,2024-04,11.507415
2024-04-13T07:19:33+00:00,Expense,Transport,-2.6850635,USD,Marpha to kalipani,bus,2024-04,2.6850635
2024-04-13T09:14:07+00:00,Expense,Restaurant,-4.602966,USD,,lunch,2024-04,4.602966
2024-04-13T09:49:13+00:00,Expense,Shopping,-26.85388,USD,"Nat geo magazine, journal and pen",,2024-04,26.85388
2024-04-14T08:55:46+00:00,Expense,Restaurant,-4.2193855,USD,,lunch,2024-04,4.2193855
2024-04-14T08:56:09+00:00,Expense,Transport,-7.67161,USD,Kalapani pokhara,bus,2024-04,7.67161
2024-04-14T15:35:09+00:00,Expense,Restaurant,-8.438771,USD,Vegan way smoked burger,dinner,2024-04,8.438771
2024-04-14T16:30:39+00:00,Expense,Restaurant,-2.6850635,USD,Caramel crepe,dessert,2024-04,2.6850635
2024-04-15T05:38:46+00:00,Expense,Activities,-2.6850635,USD,Movie night,,2024-04,2.6850635
2024-04-15T05:38:55+00:00,Expense,Alcohol,-2.6850635,USD,,,2024-04,2.6850635
2024-04-15T05:39:13+00:00,Expense,Coffee,-0.9205932,USD,Popcorn,,2024-04,0.9205932
2024-04-15T07:20:09+00:00,Expense,Shopping,-3.835805,USD,Pina buda eyes x2,,2024-04,3.835805
2024-04-15T09:28:30+00:00,Expense,Activities,-22.247669,USD,Jiva Spa massage trekkers Pokhara,,2024-04,22.247669
2024-04-15T10:06:29+00:00,Expense,Personal Care,-7.32638755,USD,Soap conditioner shampoo face wash,,2024-04,7.32638755
2024-04-15T10:30:17+00:00,Expense,Shopping,-14.30755265,USD,Sketch books,,2024-04,14.30755265
2024-04-15T10:30:31+00:00,Expense,Gifts,-3.03028595,USD,Micron red berni,,2024-04,3.03028595
2024-04-15T12:00:14+00:00,Expense,Activities,-11.507415,USD,Gear rental extra 4 days,,2024-04,11.507415
2024-04-15T16:34:45+00:00,Expense,Restaurant,-4.8331143,USD,,breakfast,2024-04,4.8331143
2024-04-15T16:35:01+00:00,Expense,Personal Care,-3.2220762,USD,Laundry,,2024-04,3.2220762
2024-04-16T05:28:05+00:00,Expense,Gifts,-5.7537075,USD,Torta berni,,2024-04,5.7537075
2024-04-16T05:39:28+00:00,Expense,Restaurant,-6.7510168,USD,,breakfast,2024-04,6.7510168
2024-04-16T05:44:28+00:00,Expense,Coffee,-1.3808898,USD,,,2024-04,1.3808898
2024-04-16T13:05:16+00:00,Expense,Restaurant,-7.3647456,USD,Meal and sharwd salad,lunch,2024-04,7.3647456
2024-04-17T10:55:53+00:00,Expense,Restaurant,-3.835805,USD,Bagnes lake - fish and chips,lunch,2024-04,3.835805
2024-04-17T10:56:11+00:00,Expense,Restaurant,-5.6002753,USD,,breakfast,2024-04,5.6002753
2024-04-17T10:56:18+00:00,Expense,Transport,-3.4522245,USD,Pokhara to Bagnes lake,taxi,2024-04,3.4522245
2024-04-17T10:56:29+00:00,Expense,Coffee,-2.0713347,USD,,,2024-04,2.0713347
2024-04-17T12:41:51+00:00,Expense,Transport,-4.602966,USD, Agnes to Pokhara ,taxi,2024-04,4.602966
2024-04-17T14:01:17+00:00,Expense,Restaurant,-4.2193855,USD,,dinner,2024-04,4.2193855
2024-04-17T14:35:40+00:00,Expense,Coffee,-2.18640885,USD,,,2024-04,2.18640885
2024-04-17T15:28:22+00:00,Expense,Acommodation,-19.946186,USD,Forest lake hostel 4 nights ,,2024-04,19.946186
2024-04-17T16:04:02+00:00,Expense,Groceries,-8.6689193,USD,,,2024-04,8.6689193
2024-04-17T16:04:13+00:00,Expense,Shopping,-30.68644,USD,Tent,,2024-04,30.68644
2024-04-18T10:28:35+00:00,Expense,Restaurant,-5.7537075,USD,,lunch,2024-04,5.7537075
2024-04-18T10:29:37+00:00,Expense,Transport,-21.480508,USD,Pokhara to Rainbows jeep,bus,2024-04,21.480508
2024-04-18T15:27:26+00:00,Expense,Restaurant,-5.56191725,USD,,dinner,2024-04,5.56191725
2024-04-19T02:12:26+00:00,Expense,Restaurant,-0.9205932,USD,,breakfast,2024-04,0.9205932
2024-04-19T04:03:36+00:00,Expense,Transport,-3.835805,USD,Village to endpoint ,,2024-04,3.835805
2024-04-21T05:55:38+00:00,Expense,Gifts,-0.9973093,USD,Magic hat rainbows,,2024-04,0.9973093
2024-04-23T05:54:31+00:00,Expense,Coffee,-0.9205932,USD,Chapati omelet,,2024-04,0.9205932
2024-04-23T05:54:41+00:00,Expense,Coffee,-0.3835805,USD,,,2024-04,0.3835805
2024-04-23T05:55:15+00:00,Expense,Restaurant,-0.9205932,USD,Chapati chickpeas ,,2024-04,0.9205932
2024-04-24T05:46:25+00:00,Expense,Coffee,-1.9179025,USD,Kaju cookies almonds,,2024-04,1.9179025
2024-04-24T05:46:41+00:00,Expense,Restaurant,-3.3755084,USD,Juice and omelet chapati,lunch,2024-04,3.3755084
2024-04-24T05:46:57+00:00,Expense,Activities,-2.301483,USD,Porter up to village,,2024-04,2.301483
2024-04-24T10:18:26+00:00,Expense,Transport,-1.3041737,USD,Chkla to gor si e,bus,2024-04,1.3041737
2024-04-24T13:32:00+00:00,Expense,Restaurant,-0.9205932,USD,,dinner,2024-04,0.9205932
2024-04-24T14:46:26+00:00,Expense,Transport,-6.137288,USD,Xx to bardiya,bus,2024-04,6.137288
2024-04-24T14:46:27+00:00,Expense,Transport,-6.137288,USD,Xx to bardiya,bus,2024-04,6.137288
2024-04-25T00:38:24+00:00,Expense,Transport,-5.370127,USD,,,2024-04,5.370127
2024-04-25T12:22:09+00:00,Expense,Alcohol,-1.534322,USD,,,2024-04,1.534322
2024-04-25T13:15:03+00:00,Expense,Coffee,-0.1534322,USD,,,2024-04,0.1534322
2024-04-25T13:39:11+00:00,Expense,Restaurant,-3.835805,USD,Yogurt mueli fruit and honey pancakes ,breakfast,2024-04,3.835805
2024-04-25T13:40:05+00:00,Expense,Restaurant,-4.79475625,USD,Egg fried rice and french fries,lunch,2024-04,4.79475625
2024-04-25T13:40:59+00:00,Expense,Restaurant,-4.02759525,USD,"Fried chicken , salad and fries",dinner,2024-04,4.02759525
2024-04-25T13:41:11+00:00,Expense,Acommodation,-7.67161,USD,,,2024-04,7.67161
2024-04-26T04:23:18+00:00,Expense,Acommodation,-7.67161,USD,,,2024-04,7.67161
2024-04-26T13:42:12+00:00,Expense,Restaurant,-2.49327325,USD,Masala onelet and tea,breakfast,2024-04,2.49327325
2024-04-26T13:42:32+00:00,Expense,Activities,-46.02966,USD,Walk safari,,2024-04,46.02966
2024-04-26T13:42:57+00:00,Expense,Restaurant,-3.26043425,USD,Soaguetk chicken,dinner,2024-04,3.26043425
2024-04-26T13:43:15+00:00,Expense,Coffee,-1.1507415,USD,Banana lassi,,2024-04,1.1507415
2024-04-27T04:22:51+00:00,Expense,Restaurant,-3.4522245,USD,Muesli fruit and bannaa lassi,breakfast,2024-04,3.4522245
2024-04-27T04:23:27+00:00,Expense,Acommodation,-7.67161,USD,,,2024-04,7.67161
2024-04-27T05:01:02+00:00,Expense,Restaurant,-3.4522245,USD,Fried chicken and fries,lunch,2024-04,3.4522245
2024-04-27T05:01:25+00:00,Expense,Restaurant,-3.46756772,USD,Veg dhal bat,dinner,2024-04,3.46756772
2024-04-27T14:17:55+00:00,Expense,Alcohol,-3.068644,USD,,,2024-04,3.068644
2024-04-28T05:02:12+00:00,Expense,Restaurant,-2.301483,USD,Veg sadeko,breakfast,2024-04,2.301483
2024-04-28T05:02:18+00:00,Expense,Restaurant,-2.301483,USD,Yogurt muesli fruit,breakfast,2024-04,2.301483
2024-04-28T12:09:39+00:00,Expense,Activities,-1.534322,USD,Bardia national park entrabce,,2024-04,1.534322
2024-04-28T12:10:28+00:00,Expense,Restaurant,-0.85154871,USD,Spaghetti chicken ,lunch,2024-04,0.85154871
2024-04-28T13:05:21+00:00,Expense,Groceries,-4.9098304,USD,,,2024-04,4.9098304
2024-04-28T13:39:53+00:00,Expense,Coffee,-1.41924785,USD,,,2024-04,1.41924785
2024-04-28T13:50:35+00:00,Expense,Acommodation,-7.67161,USD,,,2024-04,7.67161
2024-04-29T10:39:45+00:00,Expense,Coffee,-0.57537075,USD,Cogfe small pot,,2024-04,0.57537075
2024-04-29T10:40:01+00:00,Expense,Restaurant,-0.85154871,USD,Muesli fruit ,breakfast,2024-04,0.85154871
2024-04-29T10:40:27+00:00,Expense,Restaurant,-3.835805,USD,Egg fried rice and banana juice,lunch,2024-04,3.835805
2024-04-29T10:40:36+00:00,Expense,Acommodation,-7.67161,USD,,,2024-04,7.67161
2024-04-29T15:18:23+00:00,Expense,Restaurant,-4.02759525,USD,Dal bat and banana juice ,dinner,2024-04,4.02759525
2024-04-29T15:18:56+00:00,Expense,Activities,-0.3835805,USD,,,2024-04,0.3835805
2024-04-30T14:57:21+00:00,Expense,Restaurant,-0.85154871,USD,Muesli and tea,breakfast,2024-04,0.85154871
2024-04-30T14:57:58+00:00,Expense,Activities,-69.04449,USD,Jeep safari 4 people pack,,2024-04,69.04449
2024-04-30T14:58:15+00:00,Expense,Restaurant,-4.02759525,USD,Fired chicken salad fried,dinner,2024-04,4.02759525
2024-04-30T14:58:22+00:00,Expense,Alcohol,-3.835805,USD,,,2024-04,3.835805
2024-04-30T14:59:25+00:00,Expense,Education,-7.0,USD,Domestika historias impactantes foto,,2024-04,7.0
2024-05-01T01:21:02+00:00,Expense,Gifts,-7.67161,USD,Tip mohan safari,,2024-05,7.67161
2024-05-01T01:21:23+00:00,Expense,Restaurant,-3.068644,USD,Muesli,breakfast,2024-05,3.068644
2024-05-01T03:10:31+00:00,Expense,Transport,-7.67161,USD,Bardiya to Butwal,bus,2024-05,7.67161
2024-05-01T03:10:55+00:00,Expense,Transport,-5.370127,USD,Tuk homestay to bardiya bus park,,2024-05,5.370127
2024-05-01T04:54:20+00:00,Expense,Acommodation,-11.507415,USD,Tansen new horizon homestay with breakfast ,,2024-05,11.507415
2024-05-01T07:14:30+00:00,Expense,Restaurant,-2.1480508,USD,,lunch,2024-05,2.1480508
2024-05-01T11:48:03+00:00,Expense,Coffee,-1.03566735,USD,,,2024-05,1.03566735
2024-05-01T11:48:11+00:00,Expense,Utilities,-1.46527751,USD,,,2024-05,1.46527751
2024-05-01T12:30:15+00:00,Expense,Restaurant,-2.6850635,USD,,dinner,2024-05,2.6850635
2024-05-01T12:54:47+00:00,Expense,Transport,-1.1507415,USD,Butwal to Tansen,bus,2024-05,1.1507415
2024-05-01T12:54:57+00:00,Expense,Transport,-1.1507415,USD,Butwal to Tansen,bus,2024-05,1.1507415
2024-05-01T12:54:57+00:00,Expense,Transport,-1.1507415,USD,Butwal to Tansen,bus,2024-05,1.1507415
2024-05-01T14:29:56+00:00,Expense,Other,-3.835805,USD,,comision,2024-05,3.835805
2024-05-02T04:40:22+00:00,Expense,Pharmacy ,-1.3808898,USD,,,2024-05,1.3808898
2024-05-02T04:47:56+00:00,Expense,Utilities,-3.835805,USD,,,2024-05,3.835805
2024-05-02T04:53:40+00:00,Expense,Transport,-9.973093,USD,Tansen to Kathmandu,bus,2024-05,9.973093
2024-05-02T05:08:19+00:00,Expense,Pharmacy ,-5.1399787,USD,Antibiotics and ointment herida aro,,2024-05,5.1399787
2024-05-02T05:59:47+00:00,Expense,Pharmacy ,-14.576059,USD,"Suncreen face, body and lotion",,2024-05,14.576059
2024-05-02T08:06:46+00:00,Expense,Coffee,-1.3041737,USD,,,2024-05,1.3041737
2024-05-02T10:26:14+00:00,Expense,Restaurant,-5.5235592,USD,,lunch,2024-05,5.5235592
2024-05-02T10:26:51+00:00,Expense,Coffee,-0.95895125,USD,,,2024-05,0.95895125
2024-05-02T10:39:18+00:00,Expense,Activities,-1.9179025,USD,Museum,,2024-05,1.9179025
2024-05-02T16:08:48+00:00,Expense,Coffee,-1.34253175,USD,,,2024-05,1.34253175
2024-05-03T03:57:35+00:00,Expense,Transport,-2.301483,USD,,,2024-05,2.301483
2024-05-03T05:39:52+00:00,Expense,Restaurant,-10.32598706,USD,,breakfast,2024-05,10.32598706
2024-05-03T05:39:59+00:00,Expense,Acommodation,-5.370127,USD,,,2024-05,5.370127
2024-05-03T05:40:06+00:00,Expense,Transport,-2.8384957,USD,,,2024-05,2.8384957
2024-05-03T09:34:21+00:00,Expense,Restaurant,-5.6002753,USD,,lunch,2024-05,5.6002753
2024-05-03T11:07:10+00:00,Expense,Transport,-0.9205932,USD,,,2024-05,0.9205932
2024-05-03T11:17:44+00:00,Expense,Activities,-7.67161,USD,Pash temple,,2024-05,7.67161
2024-05-03T12:47:33+00:00,Expense,Transport,-0.767161,USD,,,2024-05,0.767161
2024-05-03T13:55:44+00:00,Expense,Restaurant,-13.95465859,USD,,dinner,2024-05,13.95465859
2024-05-04T05:06:09+00:00,Expense,Restaurant,-4.9865465,USD,,breakfast,2024-05,4.9865465
2024-05-04T06:03:00+00:00,Expense,Transport,-0.3835805,USD,Kathmandu bhaktapur,bus,2024-05,0.3835805
2024-05-04T07:08:04+00:00,Expense,Activities,-13.808898,USD,Bhaktapur entry fee,,2024-05,13.808898
2024-05-04T07:39:23+00:00,Expense,Coffee,-0.3835805,USD,,,2024-05,0.3835805
2024-05-04T07:39:34+00:00,Expense,Coffee,-1.1507415,USD,Helado,,2024-05,1.1507415
2024-05-04T09:35:42+00:00,Expense,Utilities,-0.3835805,USD,,,2024-05,0.3835805
2024-05-04T09:44:07+00:00,Expense,Restaurant,-4.1426694,USD,,lunch,2024-05,4.1426694
2024-05-04T09:44:17+00:00,Expense,Coffee,-1.87954445,USD,,,2024-05,1.87954445
2024-05-04T10:24:12+00:00,Expense,Shopping,-2.7617796,USD,Keychain budha,,2024-05,2.7617796
2024-05-04T11:49:43+00:00,Expense,Transport,-0.3835805,USD,,,2024-05,0.3835805
2024-05-04T15:27:03+00:00,Expense,Restaurant,-10.3566735,USD,Fire and ixe pizzeria,dinner,2024-05,10.3566735
2024-05-05T08:02:16+00:00,Expense,Restaurant,-8.8223515,USD,Airport sándwich coffee,breakfast,2024-05,8.8223515
2024-05-05T08:02:46+00:00,Expense,Utilities,-3.660375,USD,28 plan airtel,,2024-05,3.660375
2024-05-05T08:41:30+00:00,Expense,Acommodation,-8.47986875,USD,hosteller delhi,,2024-05,8.47986875
2024-05-05T10:42:59+00:00,Expense,Transport,-5.07572,USD,,taxi,2024-05,5.07572
2024-05-05T10:43:14+00:00,Expense,Tax,-2.44025,USD,,,2024-05,2.44025
2024-05-05T11:17:00+00:00,Expense,Restaurant,-2.8062875,USD,,lunch,2024-05,2.8062875
2024-05-05T15:28:01+00:00,Expense,Coffee,-0.6100625,USD,Blackcurrant shake ,,2024-05,0.6100625
2024-05-05T15:28:27+00:00,Expense,Shopping,-158.61625,USD,Guitar Cort ad mini,music,2024-05,158.61625
2024-05-05T15:28:47+00:00,Expense,Shopping,-0.3660375,USD,Bolsas,,2024-05,0.3660375
2024-05-05T16:12:03+00:00,Expense,Restaurant,-1.220125,USD,,dinner,2024-05,1.220125
2024-05-06T04:54:42+00:00,Expense,Shopping,-34.0414875,USD,lifestraw bottle,,2024-05,34.0414875
2024-05-06T04:54:48+00:00,Expense,Shopping,-4.246035,USD,toiletry bag,,2024-05,4.246035
2024-05-06T06:08:13+00:00,Expense,Restaurant,-6.6130775,USD,,breakfast,2024-05,6.6130775
2024-05-06T06:21:19+00:00,Expense,Acommodation,-10.7371,USD,Hosteller Delhi ,,2024-05,10.7371
2024-05-06T14:08:34+00:00,Expense,Restaurant,-10.67609375,USD,Greenr,lunch,2024-05,10.67609375
2024-05-06T14:10:13+00:00,Expense,Coffee,-7.61358,USD,Gum colkies gummies ,,2024-05,7.61358
2024-05-06T14:44:28+00:00,Expense,Transport,-1.708175,USD,,,2024-05,1.708175
2024-05-06T14:44:46+00:00,Expense,Sport,-6.100625,USD,Piscina delhi,natacion,2024-05,6.100625
2024-05-06T14:45:04+00:00,Expense,Transport,-1.57396125,USD,,,2024-05,1.57396125
2024-05-07T05:51:41+00:00,Expense,Groceries,-11.1031375,USD,Muesli and snack ,,2024-05,11.1031375
2024-05-07T05:52:21+00:00,Expense,Transport,-20.70552125,USD,Delhi Dharamsala ,bus,2024-05,20.70552125
2024-05-07T06:11:15+00:00,Expense,Coffee,-1.93999875,USD,Cold coffee ,,2024-05,1.93999875
2024-05-07T10:43:50+00:00,Expense,Transport,-1.8301875,USD,,,2024-05,1.8301875
2024-05-07T10:44:24+00:00,Expense,Sport,-6.100625,USD,,natacion,2024-05,6.100625
2024-05-07T12:42:18+00:00,Expense,Restaurant,-12.35986625,USD,Earth bowl ,lunch,2024-05,12.35986625
2024-05-07T13:23:45+00:00,Expense,Transport,-1.8301875,USD,,,2024-05,1.8301875
2024-05-07T16:54:51+00:00,Expense,Coffee,-0.9761,USD,,,2024-05,0.9761
2024-05-07T16:54:59+00:00,Expense,Restaurant,-2.74528125,USD,,dinner,2024-05,2.74528125
2024-05-08T06:26:19+00:00,Expense,Restaurant,-4.2704375,USD,,breakfast,2024-05,4.2704375
2024-05-08T08:50:23+00:00,Expense,Acommodation,-6.74729125,USD,Utopia dharamkot 1 night,,2024-05,6.74729125
2024-05-08T10:30:48+00:00,Expense,Restaurant,-6.4666625,USD,,lunch,2024-05,6.4666625
2024-05-08T14:09:39+00:00,Expense,Restaurant,-5.612575,USD,,lunch,2024-05,5.612575
2024-05-09T08:19:20+00:00,Expense,Restaurant,-6.100625,USD,"Muesli, omelete ABC juice ",breakfast,2024-05,6.100625
2024-05-09T08:19:31+00:00,Expense,Coffee,-1.220125,USD,Golden milk ,,2024-05,1.220125
2024-05-09T10:27:37+00:00,Expense,Restaurant,-6.588675,USD,,lunch,2024-05,6.588675
2024-05-09T10:28:11+00:00,Expense,Acommodation,-6.74729125,USD,,,2024-05,6.74729125
2024-05-09T10:36:05+00:00,Expense,Shopping,-6.100625,USD,Par aros ,,2024-05,6.100625
2024-05-09T16:37:23+00:00,Expense,Restaurant,-6.588675,USD,,dinner,2024-05,6.588675
2024-05-10T08:09:41+00:00,Expense,Restaurant,-7.6867875,USD,,breakfast,2024-05,7.6867875
2024-05-10T08:09:56+00:00,Expense,Acommodation,-6.74729125,USD,,,2024-05,6.74729125
2024-05-10T09:03:04+00:00,Expense,Shopping,-5.18553125,USD,Fm radio with headphones ,,2024-05,5.18553125
2024-05-10T09:12:40+00:00,Expense,Shopping,-5.2465375,USD,Himalayan products stomach ,,2024-05,5.2465375
2024-05-10T09:50:16+00:00,Expense,Restaurant,-2.196225,USD,,lunch,2024-05,2.196225
2024-05-10T12:10:52+00:00,Expense,Coffee,-1.28113125,USD,,,2024-05,1.28113125
2024-05-10T12:54:46+00:00,Expense,Groceries,-8.45546625,USD,,,2024-05,8.45546625
2024-05-10T14:12:08+00:00,Expense,Restaurant,-3.9044,USD,,dinner,2024-05,3.9044
2024-05-11T05:07:45+00:00,Expense,Sport,-6.100625,USD,Yoga,yoga,2024-05,6.100625
2024-05-11T10:41:43+00:00,Expense,Acommodation,-7.3939575,USD,,,2024-05,7.3939575
2024-05-11T11:07:36+00:00,Expense,Restaurant,-5.79559375,USD,,lunch,2024-05,5.79559375
2024-05-11T13:45:35+00:00,Expense,Coffee,-3.5383625,USD,,,2024-05,3.5383625
2024-05-11T16:38:51+00:00,Expense,Coffee,-3.172325,USD,,,2024-05,3.172325
2024-05-12T05:07:25+00:00,Expense,Sport,-6.100625,USD,Yoga kumal,yoga,2024-05,6.100625
2024-05-12T06:17:11+00:00,Expense,Groceries,-5.9786125,USD,,,2024-05,5.9786125
2024-05-12T06:29:18+00:00,Expense,Acommodation,-7.3939575,USD,,,2024-05,7.3939575
2024-05-12T17:10:22+00:00,Expense,Restaurant,-11.7132,USD,,lunch,2024-05,11.7132
2024-05-12T17:10:31+00:00,Expense,Transport,-5.4905625,USD,,,2024-05,5.4905625
2024-05-12T17:10:55+00:00,Expense,Activities,-3.660375,USD,ecstatic dance,,2024-05,3.660375
2024-05-13T03:16:07+00:00,Expense,Other,-17.9358375,USD,"Withdraw cash with credit 3.5% of 42,000",comision,2024-05,17.9358375
2024-05-13T05:06:40+00:00,Expense,Sport,-12.20125,USD,Yoga with tip,yoga,2024-05,12.20125
2024-05-13T05:25:41+00:00,Expense,Restaurant,-4.2704375,USD,Smoothie ,,2024-05,4.2704375
2024-05-13T08:24:06+00:00,Expense,Activities,-115.911875,USD,Tusjita accommodation 10 day for course ,,2024-05,115.911875
2024-05-13T09:03:37+00:00,Expense,Transport,-2.44025,USD,,,2024-05,2.44025
2024-05-14T06:16:08+00:00,Expense,Personal Care,-4.8805,USD,Tushita rental plumón ,,2024-05,4.8805
2024-05-21T06:16:44+00:00,Expense,Personal Care,-2.08641375,USD,Laundry tushita,,2024-05,2.08641375
2024-05-22T16:02:36+00:00,Expense,Restaurant,-5.124525,USD,,dinner,2024-05,5.124525
2024-05-22T16:03:26+00:00,Expense,Alcohol,-8.540875,USD,,,2024-05,8.540875
2024-05-22T17:08:22+00:00,Expense,Restaurant,-380.0,USD,,,2024-05,380.0
2024-05-23T06:15:17+00:00,Expense,Activities,-411.70677875,USD,Bodhi greens nature retreat 5 days,,2024-05,411.70677875
2024-05-24T10:38:08+00:00,Expense,Shopping,-36.60375,USD,Two earing piercing holes,,2024-05,36.60375
2024-05-24T14:08:39+00:00,Expense,Groceries,-8.7849,USD,,,2024-05,8.7849
2024-05-26T14:26:19+00:00,Expense,Coffee,-2.44025,USD,,,2024-05,2.44025
2024-05-26T14:26:26+00:00,Expense,Coffee,-1.220125,USD,,,2024-05,1.220125
2024-05-27T10:35:23+00:00,Expense,Coffee,-2.684275,USD,,,2024-05,2.684275
2024-05-28T13:55:36+00:00,Expense,Transport,-3.660375,USD,,,2024-05,3.660375
2024-05-28T13:55:45+00:00,Expense,Restaurant,-2.13521875,USD,,lunch,2024-05,2.13521875
2024-05-28T13:55:55+00:00,Expense,Coffee,-0.9761,USD,,,2024-05,0.9761
2024-05-28T13:56:00+00:00,Expense,Coffee,-0.244025,USD,,,2024-05,0.244025
2024-05-28T13:56:05+00:00,Expense,Coffee,-0.732075,USD,,,2024-05,0.732075
2024-05-28T16:20:43+00:00,Expense,Restaurant,-1.8301875,USD,,dinner,2024-05,1.8301875
2024-05-29T06:13:55+00:00,Expense,Acommodation,-9.761,USD,Moustache - dorm srinagar - 1 night,,2024-05,9.761
2024-05-29T06:17:37+00:00,Expense,Restaurant,-0.244025,USD,Curd,breakfast,2024-05,0.244025
2024-05-29T07:12:53+00:00,Expense,Shopping,-217.621495,USD,diCAPac Wp s10 camera case underwater,,2024-05,217.621495
2024-05-29T09:41:38+00:00,Expense,Restaurant,-2.44025,USD,,lunch,2024-05,2.44025
2024-05-29T09:54:50+00:00,Expense,Groceries,-14.15345,USD,"Muesli, almonds, walnut, dates ",,2024-05,14.15345
2024-05-29T16:57:47+00:00,Expense,Restaurant,-4.8805,USD,,dinner,2024-05,4.8805
2024-05-29T16:57:53+00:00,Expense,Transport,-3.0503125,USD,,,2024-05,3.0503125
2024-05-30T03:42:02+00:00,Expense,Acommodation,-9.761,USD,,,2024-05,9.761
2024-05-30T05:55:43+00:00,Expense,Restaurant,-3.11131875,USD,,dinner,2024-05,3.11131875
2024-05-30T05:56:08+00:00,Expense,Restaurant,-1.5861625,USD,,breakfast,2024-05,1.5861625
2024-05-30T06:09:58+00:00,Expense,Transport,-0.244025,USD,,,2024-05,0.244025
2024-05-30T10:08:06+00:00,Expense,Utilities,-9.761,USD,Si card Kashmir region,,2024-05,9.761
2024-05-30T10:08:27+00:00,Expense,Personal Care,-1.220125,USD,Haircut ,,2024-05,1.220125
2024-05-30T10:23:01+00:00,Expense,Groceries,-5.84439875,USD,Toiletries shampoo conditioner etc,,2024-05,5.84439875
2024-05-30T11:09:56+00:00,Expense,Restaurant,-4.8805,USD,,lunch,2024-05,4.8805
2024-05-30T14:19:45+00:00,Expense,Coffee,-2.9283,USD,,,2024-05,2.9283
2024-05-30T16:12:02+00:00,Expense,Transport,-1.8301875,USD,Bycycle rent,,2024-05,1.8301875
2024-05-31T02:49:26+00:00,Expense,Activities,-14.6415,USD,Paseo bote 1 hora shekara,,2024-05,14.6415
2024-05-31T05:56:25+00:00,Expense,Restaurant,-0.244025,USD,,breakfast,2024-05,0.244025
2024-05-31T06:45:02+00:00,Expense,Transport,-0.244025,USD,,,2024-05,0.244025
2024-05-31T08:49:39+00:00,Expense,Transport,-1.46415,USD,Path chow to Anantnag,lunch,2024-05,1.46415
2024-05-31T10:35:52+00:00,Expense,Restaurant,-6.2226375,USD,,lunch,2024-05,6.2226375
2024-05-31T10:44:48+00:00,Expense,Restaurant,-3.7823875,USD,,dinner,2024-05,3.7823875
2024-05-31T12:00:32+00:00,Expense,Acommodation,-12.3232625,USD,Zostel Pahalgam ,,2024-05,12.3232625
2024-05-31T15:20:46+00:00,Expense,Transport,-0.3660375,USD,,,2024-05,0.3660375
2024-05-31T15:21:03+00:00,Expense,Transport,-1.220125,USD,,,2024-05,1.220125
2024-05-31T16:11:40+00:00,Expense,Transport,-3.660375,USD,Sxooter,,2024-05,3.660375
2024-06-01T09:46:37+00:00,Expense,Restaurant,-7.32075,USD,Fancy pizza with Sandesh ,lunch,2024-06,7.32075
2024-06-01T15:28:00+00:00,Expense,Transport,-3.0503125,USD,,,2024-06,3.0503125
2024-06-01T15:28:07+00:00,Expense,Transport,-1.46415,USD,,,2024-06,1.46415
2024-06-01T15:28:37+00:00,Expense,Transport,-0.244025,USD,,,2024-06,0.244025
2024-06-01T15:28:45+00:00,Expense,Transport,-1.46415,USD,,,2024-06,1.46415
2024-06-01T15:29:27+00:00,Expense,Restaurant,-0.732075,USD,Curd,breakfast,2024-06,0.732075
2024-06-01T16:10:30+00:00,Expense,Acommodation,-12.20125,USD,,,2024-06,12.20125
2024-06-01T16:10:57+00:00,Expense,Restaurant,-6.8327,USD,Chicken curry ,dinner,2024-06,6.8327
2024-06-02T01:13:20+00:00,Expense,Transport,-4.2704375,USD,Hostel to tourists stand taxi,taxi,2024-06,4.2704375
2024-06-02T01:13:46+00:00,Expense,Transport,-42.704375,USD,Srinagar to Leh,bus,2024-06,42.704375
2024-06-02T02:26:27+00:00,Expense,Restaurant,-1.220125,USD,Omelet  ,dinner,2024-06,1.220125
2024-06-02T06:50:57+00:00,Expense,Groceries,-0.48805,USD,,,2024-06,0.48805
2024-06-02T06:51:03+00:00,Expense,Coffee,-0.244025,USD,,,2024-06,0.244025
2024-06-02T06:51:09+00:00,Expense,Coffee,-0.3660375,USD,,,2024-06,0.3660375
2024-06-02T11:08:36+00:00,Expense,Groceries,-2.44025,USD,Cashews ,,2024-06,2.44025
2024-06-02T11:08:41+00:00,Expense,Coffee,-0.244025,USD,,,2024-06,0.244025
2024-06-02T12:05:07+00:00,Expense,Restaurant,-1.8301875,USD,,lunch,2024-06,1.8301875
2024-06-02T12:05:34+00:00,Expense,Restaurant,-2.684275,USD,Dal and bred omelet ,lunch,2024-06,2.684275
2024-06-02T13:53:25+00:00,Expense,Acommodation,-6.76766734,USD,Rayno hostel ladakh 1 night,,2024-06,6.76766734
