Date,Type,category_name,Amount,Currency,Note,Labels,date_format,amount
2024-02-25T16:23:36+00:00,Expense,Restaurant,-2.647095,USD,,,2024-02,2.647095
2024-02-26T04:33:27+00:00,Expense,Sport,-3.609675,USD,Yoga shobit,yoga,2024-02,3.609675
2024-02-26T14:59:16+00:00,Expense,Restaurant,-4.8129,USD,Abocado ,,2024-02,4.8129
2024-02-26T15:00:15+00:00,Expense,Restaurant,-2.165805,USD,Omelet,,2024-02,2.165805
2024-02-26T15:00:32+00:00,Expense,Coffee,-1.8048375,USD,Golden milk ,,2024-02,1.8048375
2024-02-26T15:00:43+00:00,Expense,Coffee,-1.203225,USD,Banana bread,,2024-02,1.203225
2024-02-26T15:01:06+00:00,Expense,Acommodation,-12.6338625,USD,Lighthouse hotel,,2024-02,12.6338625
2024-02-27T07:02:59+00:00,Expense,Groceries,-5.11370625,USD,,,2024-02,5.11370625
2024-02-27T07:03:15+00:00,Expense,Activities,-24.0645,USD,Trauma session ii,,2024-02,24.0645
2024-02-27T09:59:50+00:00,Expense,Restaurant,-5.1738675,USD,Little bufa,,2024-02,5.1738675
2024-02-27T11:51:05+00:00,Expense,Transport,-0.48129,USD,,,2024-02,0.48129
2024-02-27T16:37:28+00:00,Expense,Restaurant,-3.128385,USD,,,2024-02,3.128385
2024-02-28T09:05:55+00:00,Expense,Activities,-18.048375,USD,Music class Daniel kantha,,2024-02,18.048375
2024-02-28T09:06:23+00:00,Expense,Restaurant,-3.85032,USD,Rawat dhal makani,,2024-02,3.85032
2024-02-28T11:58:17+00:00,Expense,Transport,-2.88774,USD,3 boat ganga,,2024-02,2.88774
2024-02-28T12:35:27+00:00,Expense,Personal Care,-4.8129,USD,Ear cleaning with medicines ,,2024-02,4.8129
2024-02-28T15:58:43+00:00,Expense,Activities,-3.609675,USD,Concert,,2024-02,3.609675
2024-02-29T04:08:53+00:00,Expense,Sport,-3.609675,USD,Yoga,yoga,2024-02,3.609675
2024-02-29T07:11:50+00:00,Expense,Transport,-0.96258,USD,,,2024-02,0.96258
2024-02-29T09:52:35+00:00,Expense,Personal Care,-22.861275,USD,"Samahan , serum, crean, spirulina ",,2024-02,22.861275
2024-02-29T11:16:00+00:00,Expense,Restaurant,-5.534835,USD,,,2024-02,5.534835
2024-02-29T15:45:27+00:00,Expense,Coffee,-1.8048375,USD,,,2024-02,1.8048375
2024-03-01T05:52:45+00:00,Expense,Activities,-2.40645,USD,Yoga mittra,,2024-03,2.40645
2024-03-01T06:33:33+00:00,Expense,Acommodation,-37.9015875,USD,Lighthouse 3 nights ,,2024-03,37.9015875
2024-03-01T08:35:43+00:00,Expense,Coffee,-1.8048375,USD,Golden milk ,,2024-03,1.8048375
2024-03-01T13:05:36+00:00,Expense,Restaurant,-2.165805,USD,,,2024-03,2.165805
2024-03-01T13:05:58+00:00,Expense,Restaurant,-3.0080625,USD,Falafel vegan shala,,2024-03,3.0080625
2024-03-02T05:24:32+00:00,Expense,Activities,-54.145125,USD,Music healing workshop daniel kantha,,2024-03,54.145125
2024-03-02T12:31:02+00:00,Expense,Restaurant,-3.609675,USD,,,2024-03,3.609675
2024-03-02T12:51:21+00:00,Expense,Coffee,-2.88774,USD,,,2024-03,2.88774
2024-03-03T04:18:57+00:00,Expense,Groceries,-3.36903,USD,,,2024-03,3.36903
2024-03-03T13:05:34+00:00,Expense,Shopping,-2.70725625,USD,Book little of budhish pocket,books,2024-03,2.70725625
2024-03-03T13:06:01+00:00,Expense,Coffee,-5.1738675,USD,Boehi cafe,,2024-03,5.1738675
2024-03-03T13:33:09+00:00,Expense,Coffee,-0.721935,USD,,,2024-03,0.721935
2024-03-04T06:13:22+00:00,Expense,Groceries,-6.8583825,USD,,,2024-03,6.8583825
2024-03-04T07:19:08+00:00,Expense,Healthcare,-12.03225,USD,Ayurveda consultation ,,2024-03,12.03225
2024-03-04T08:41:31+00:00,Expense,Restaurant,-2.40645,USD,,,2024-03,2.40645
2024-03-04T08:42:51+00:00,Expense,Pharmacy ,-18.92672925,USD,Ayurveda 1 month,,2024-03,18.92672925
2024-03-04T09:10:50+00:00,Expense,Coffee,-1.684515,USD,,,2024-03,1.684515
2024-03-05T04:55:36+00:00,Expense,Coffee,-5.11370625,USD,,,2024-03,5.11370625
2024-03-06T06:17:17+00:00,Expense,Groceries,-12.6338625,USD,Muesli and aeeed,,2024-03,12.6338625
2024-03-06T09:29:56+00:00,Expense,Coffee,-4.572255,USD,,,2024-03,4.572255
2024-03-06T11:12:35+00:00,Expense,Activities,-108.29025,USD,Baba message 3 day course,,2024-03,108.29025
2024-03-07T03:37:55+00:00,Expense,Other,-105.0,USD,akiflow premium no cancelado,perdida,2024-03,105.0
2024-03-07T08:53:32+00:00,Expense,Restaurant,-2.40645,USD,Wheat greaass,,2024-03,2.40645
2024-03-07T08:53:49+00:00,Expense,Restaurant,-2.40645,USD,Little talk burger,,2024-03,2.40645
2024-03-07T08:54:05+00:00,Expense,Shopping,-1.684515,USD,Croquis y lapiz,,2024-03,1.684515
2024-03-08T06:49:21+00:00,Expense,Activities,-2.40645,USD,Yoga mittra,,2024-03,2.40645
2024-03-08T06:49:37+00:00,Expense,Groceries,-8.62712325,USD,Snacks for birthday ,,2024-03,8.62712325
2024-03-08T10:13:19+00:00,Expense,Acommodation,-111.2983125,USD,9 nights lighthouse,,2024-03,111.2983125
2024-03-08T11:30:51+00:00,Expense,Activities,-15.641925,USD,Massage deep tissue baba,,2024-03,15.641925
2024-03-08T11:38:11+00:00,Expense,Restaurant,-7.5803175,USD,Little talk ,,2024-03,7.5803175
2024-03-10T05:17:22+00:00,Expense,Restaurant,-39.706425,USD,My birthday dinner,,2024-03,39.706425
2024-03-10T05:42:28+00:00,Expense,Shopping,-3.609675,USD,,,2024-03,3.609675
2024-03-11T06:13:26+00:00,Expense,Activities,-3.609675,USD,Yoga ashish iyengar,,2024-03,3.609675
2024-03-11T06:46:14+00:00,Expense,Coffee,-1.684515,USD,,,2024-03,1.684515
2024-03-11T09:29:29+00:00,Expense,Coffee,-1.8048375,USD,,,2024-03,1.8048375
2024-03-11T09:29:34+00:00,Expense,Restaurant,-2.647095,USD,,,2024-03,2.647095
2024-03-11T10:50:07+00:00,Expense,Transport,-11.887863,USD,Bus Rishikesh delhi zingbus,,2024-03,11.887863
2024-03-11T16:00:50+00:00,Expense,Restaurant,-2.647095,USD,,,2024-03,2.647095
2024-03-11T16:01:00+00:00,Expense,Pharmacy ,-1.684515,USD,,,2024-03,1.684515
2024-03-12T04:19:37+00:00,Expense,Activities,-3.609675,USD,Yoga om shanti Om,,2024-03,3.609675
2024-03-12T04:44:28+00:00,Expense,Groceries,-7.941285,USD,,,2024-03,7.941285
2024-03-13T09:20:27+00:00,Expense,Activities,-56.12575,USD,Bungee,,2024-03,56.12575
2024-03-13T09:20:44+00:00,Expense,Activities,-12.20125,USD,Bungee photos,,2024-03,12.20125
2024-03-13T09:21:26+00:00,Expense,Transport,-5.18553125,USD,Scooter and bus,,2024-03,5.18553125
2024-03-13T09:22:29+00:00,Expense,Restaurant,-3.0503125,USD,Annas mess,,2024-03,3.0503125
2024-03-13T09:33:09+00:00,Expense,Coffee,-0.9761,USD,,,2024-03,0.9761
2024-03-13T10:09:45+00:00,Expense,Coffee,-1.5861625,USD,,,2024-03,1.5861625
2024-03-13T14:24:57+00:00,Expense,Acommodation,-51.24525,USD,4 mights lighthouse rishikesh,,2024-03,51.24525
2024-03-14T05:45:03+00:00,Expense,Activities,-6.100625,USD,Body movement ,,2024-03,6.100625
2024-03-14T08:50:15+00:00,Expense,Restaurant,-5.8566,USD,,,2024-03,5.8566
2024-03-14T08:50:27+00:00,Expense,Activities,-10.981125,USD,Massage,,2024-03,10.981125
2024-03-14T10:32:21+00:00,Expense,Coffee,-1.5373575,USD,,,2024-03,1.5373575
2024-03-14T14:24:26+00:00,Expense,Transport,-6.100625,USD,Rishikesh nepali farm,,2024-03,6.100625
2024-03-14T20:15:49+00:00,Expense,Acommodation,-7.9308125,USD,,,2024-03,7.9308125
2024-03-15T05:35:17+00:00,Expense,Coffee,-0.9761,USD,,,2024-03,0.9761
2024-03-15T05:35:30+00:00,Expense,Pharmacy ,-4.4168525,USD,,,2024-03,4.4168525
2024-03-15T05:54:53+00:00,Expense,Groceries,-5.7833925,USD,,,2024-03,5.7833925
2024-03-15T08:19:24+00:00,Expense,Shopping,-1098.1125,USD,lens Sigma 24-70 Art,photography ,2024-03,1098.1125
2024-03-15T08:19:33+00:00,Expense,Shopping,-67.106875,USD,Sony Battery,photography ,2024-03,67.106875
2024-03-15T08:19:41+00:00,Expense,Shopping,-30.503125,USD,Digitech Battery fot sony,photography ,2024-03,30.503125
2024-03-15T08:19:49+00:00,Expense,Shopping,-6.100625,USD,Rain cover for camera,photography ,2024-03,6.100625
2024-03-15T08:20:00+00:00,Expense,Shopping,-24.4025,USD,UV filter 82mm,photography ,2024-03,24.4025
2024-03-15T08:20:09+00:00,Expense,Shopping,-12.20125,USD,UV filter 72mm,photography ,2024-03,12.20125
2024-03-15T08:21:05+00:00,Expense,Shopping,-2489.055,USD,Sony alpha 7 iv,photography ,2024-03,2489.055
2024-03-15T08:22:05+00:00,Expense,Shopping,-915.09375,USD,lens Sigma 16-28mm 2.8,photography ,2024-03,915.09375
2024-03-15T08:22:39+00:00,Expense,Shopping,-847.986875,USD,Sigma 35mm Art,,2024-03,847.986875
2024-03-15T09:38:40+00:00,Expense,Shopping,-41.35003625,USD,Sandisk sd 256 ,photography ,2024-03,41.35003625
2024-03-15T10:56:47+00:00,Expense,Shopping,-14.6415,USD,Iphone case 14 pro,,2024-03,14.6415
2024-03-15T11:28:54+00:00,Expense,Transport,-1.3421375,USD,,,2024-03,1.3421375
2024-03-15T11:36:24+00:00,Expense,Activities,-7.32075,USD,Humayun tomb,,2024-03,7.32075
2024-03-15T15:59:00+00:00,Expense,Transport,-1.3421375,USD,,,2024-03,1.3421375
2024-03-16T05:10:39+00:00,Expense,Acommodation,-8.540875,USD,Honduaran hostel delhi,,2024-03,8.540875
2024-03-16T07:11:54+00:00,Expense,Transport,-2.84289125,USD,,taxi,2024-03,2.84289125
2024-03-16T19:05:20+00:00,Expense,Acommodation,-12.20125,USD,,,2024-03,12.20125
2024-03-16T19:05:48+00:00,Expense,Restaurant,-3.41635,USD,,,2024-03,3.41635
2024-03-17T07:46:04+00:00,Expense,Restaurant,-4.8805,USD,,,2024-03,4.8805
2024-03-17T09:18:27+00:00,Expense,Transport,-2.3182375,USD,Bus bhuj to hotal aman - morbi,,2024-03,2.3182375
2024-03-17T19:04:20+00:00,Expense,Flights,-130.54117375,USD,Delhi Shimla,,2024-03,130.54117375
2024-03-17T19:05:03+00:00,Expense,Flights,-87.849,USD,Ahmedabad delhi,,2024-03,87.849
2024-03-18T07:22:35+00:00,Expense,Acommodation,-12.20125,USD,,,2024-03,12.20125
2024-03-18T07:22:52+00:00,Expense,Utilities,-0.6100625,USD,Unlimited 1 day data,,2024-03,0.6100625
2024-03-18T17:42:13+00:00,Expense,Restaurant,-2.5622625,USD,,,2024-03,2.5622625
2024-03-19T01:51:41+00:00,Expense,Restaurant,-2.5622625,USD,,,2024-03,2.5622625
2024-03-19T01:51:48+00:00,Expense,Restaurant,-4.8805,USD,,,2024-03,4.8805
2024-03-19T09:17:57+00:00,Expense,Acommodation,-12.20125,USD,,,2024-03,12.20125
2024-03-20T14:42:14+00:00,Expense,Transport,-13.421375,USD,Tul full day,,2024-03,13.421375
2024-03-20T14:42:30+00:00,Expense,Acommodation,-12.20125,USD,,,2024-03,12.20125
2024-03-20T16:44:16+00:00,Expense,Gifts,-4.8805,USD,Regalo comida a Murat bhai,,2024-03,4.8805
2024-03-20T16:44:23+00:00,Expense,Restaurant,-4.8805,USD,,,2024-03,4.8805
2024-03-21T03:33:46+00:00,Expense,Transport,-17.08175,USD,Train Bhuj Ahmedabad ,,2024-03,17.08175
2024-03-21T04:55:34+00:00,Expense,Transport,-8.540875,USD,Tuk morning salt mine,,2024-03,8.540875
2024-03-21T05:54:45+00:00,Expense,Restaurant,-1.708175,USD,,,2024-03,1.708175
2024-03-21T10:02:44+00:00,Expense,Transport,-1.8301875,USD,Tuk to bus sattion,,2024-03,1.8301875
2024-03-21T10:02:58+00:00,Expense,Transport,-0.9761,USD,Bus gandhidhan bhuj,,2024-03,0.9761
2024-03-21T10:03:16+00:00,Expense,Transport,-3.660375,USD,Malia to ghandidham bus,,2024-03,3.660375
2024-03-21T22:08:52+00:00,Expense,Restaurant,-2.8062875,USD,,,2024-03,2.8062875
2024-03-21T22:10:13+00:00,Expense,Transport,-2.84289125,USD,,,2024-03,2.84289125
2024-03-21T22:10:24+00:00,Expense,Restaurant,-5.8321975,USD,,,2024-03,5.8321975
2024-03-22T03:11:43+00:00,Expense,Shopping,-14.62929875,USD,Travel pillow,,2024-03,14.62929875
2024-03-22T03:35:36+00:00,Expense,Transport,-3.0503125,USD,Taxi mall to ivy hotel,,2024-03,3.0503125
2024-03-22T04:21:37+00:00,Expense,Transport,-4.636475,USD,,,2024-03,4.636475
2024-03-22T04:21:45+00:00,Expense,Acommodation,-13.1529475,USD,,,2024-03,13.1529475
2024-03-22T08:14:40+00:00,Expense,Shopping,-39.288025,USD,Peak design strap ,,2024-03,39.288025
2024-03-22T08:15:10+00:00,Expense,Shopping,-62.031155,USD,Sandisk 3 sd cards 128gb,,2024-03,62.031155
2024-03-22T08:16:09+00:00,Expense,Shopping,-1037.2282625,USD,Tamron 70-180mm Lens,photography ,2024-03,1037.2282625
2024-03-22T08:16:42+00:00,Expense,Shopping,-149.92896,USD,Sandisk SSD 2 tb,,2024-03,149.92896
2024-03-22T08:17:05+00:00,Expense,Shopping,-12.39647,USD,Filter 67mm,,2024-03,12.39647
2024-03-22T08:17:32+00:00,Expense,Shopping,-9.2973525,USD,Ulanzi camera sensor cleaning kit,,2024-03,9.2973525
2024-03-22T08:58:03+00:00,Expense,Shopping,-21.96225,USD,Lens pouch,,2024-03,21.96225
2024-03-22T09:41:17+00:00,Expense,Restaurant,-8.4188625,USD,Golden dragon,,2024-03,8.4188625
2024-03-22T12:33:29+00:00,Expense,Shopping,-43.9245,USD,Parlante jbl clip 4,,2024-03,43.9245
2024-03-22T12:40:11+00:00,Expense,Shopping,-334.89991,USD,Decathlon backpack and more,,2024-03,334.89991
2024-03-23T01:20:41+00:00,Expense,Restaurant,-9.028925,USD,Airport breakfast ,,2024-03,9.028925
2024-03-23T02:55:51+00:00,Expense,Transport,-7.5891775,USD,The p kashmiri gate no 5,taxi,2024-03,7.5891775
2024-03-23T03:33:25+00:00,Expense,Transport,-7.076725,USD,Night bus Shimla Recongpeo - second book,,2024-03,7.076725
2024-03-23T03:35:05+00:00,Expense,Transport,-2.9038975,USD,Ivy to airport ,taxi,2024-03,2.9038975
2024-03-23T08:00:04+00:00,Expense,Restaurant,-6.4666625,USD,,,2024-03,6.4666625
2024-03-23T08:01:51+00:00,Expense,Coffee,-1.0981125,USD,,,2024-03,1.0981125
2024-03-23T10:24:15+00:00,Expense,Utilities,-1.5861625,USD,12 gb data,,2024-03,1.5861625
2024-03-23T11:16:11+00:00,Expense,Transport,-8.540875,USD,Bus shimla recong peo - CANCELED,,2024-03,8.540875
2024-03-23T14:02:42+00:00,Expense,Restaurant,-5.7345875,USD,,,2024-03,5.7345875
2024-03-24T11:57:08+00:00,Expense,Restaurant,-2.684275,USD,,,2024-03,2.684275
2024-03-24T14:28:46+00:00,Expense,Shopping,-1.8301875,USD,Polera holi,,2024-03,1.8301875
2024-03-24T14:38:55+00:00,Expense,Restaurant,-2.3182375,USD,,,2024-03,2.3182375
2024-03-25T03:11:15+00:00,Expense,Restaurant,-3.660375,USD,,,2024-03,3.660375
2024-03-25T16:02:19+00:00,Expense,Restaurant,-1.220125,USD,,,2024-03,1.220125
2024-03-26T05:18:48+00:00,Expense,Restaurant,-3.2943375,USD,,,2024-03,3.2943375
2024-03-26T07:02:40+00:00,Expense,Transport,-30.503125,USD,Taxi sangla to recongpeo,,2024-03,30.503125
2024-03-26T08:33:18+00:00,Expense,Transport,-8.052825,USD,Bus day recongpeo to shimla,,2024-03,8.052825
2024-03-27T08:24:50+00:00,Expense,Restaurant,-4.57546875,USD,,,2024-03,4.57546875
2024-03-27T08:40:34+00:00,Expense,Coffee,-2.3670425,USD,,,2024-03,2.3670425
2024-03-27T10:23:34+00:00,Expense,Coffee,-3.9044,USD,,,2024-03,3.9044
2024-03-27T15:26:14+00:00,Expense,Transport,-23.75583375,USD,Bus shimla to delhi,,2024-03,23.75583375
2024-03-27T15:28:32+00:00,Expense,Restaurant,-5.514965,USD,,,2024-03,5.514965
2024-03-27T15:53:54+00:00,Expense,Transport,-6.63748,USD,Bus recongpeo to shimla,,2024-03,6.63748
2024-03-28T02:55:35+00:00,Expense,Restaurant,-5.0025125,USD,,,2024-03,5.0025125
2024-03-28T10:36:16+00:00,Expense,Tax,-130.41737,USD,Visa nepal 90 days,,2024-03,130.41737
2024-03-28T13:54:41+00:00,Expense,Restaurant,-7.2880295,USD,,,2024-03,7.2880295
2024-03-28T13:54:49+00:00,Expense,Transport,-1.9179025,USD,,,2024-03,1.9179025
2024-03-28T13:55:10+00:00,Expense,Transport,-2.89779688,USD,,,2024-03,2.89779688
2024-03-28T14:22:36+00:00,Expense,Shopping,-11.507415,USD,Guantes foto,,2024-03,11.507415
2024-03-28T14:39:57+00:00,Expense,Shopping,-4.2193855,USD,Candado y pilas,,2024-03,4.2193855
2024-03-29T01:13:29+00:00,Expense,Acommodation,-5.5235592,USD,,,2024-03,5.5235592
2024-03-29T01:58:03+00:00,Expense,Coffee,-2.2247669,USD,,,2024-03,2.2247669
2024-03-29T02:34:30+00:00,Expense,Transport,-12.0,USD,Ktm pokhara,bus,2024-03,12.0
2024-03-29T02:35:17+00:00,Expense,Transport,-0.95895125,USD,,,2024-03,0.95895125
2024-03-29T11:00:12+00:00,Expense,Restaurant,-3.835805,USD,,,2024-03,3.835805
2024-03-29T16:58:50+00:00,Expense,Restaurant,-3.835805,USD,,,2024-03,3.835805
2024-03-29T17:19:44+00:00,Expense,Coffee,-1.1507415,USD,,,2024-03,1.1507415
2024-03-30T04:36:57+00:00,Expense,Sport,-3.835805,USD,Yoga,yoga,2024-03,3.835805
2024-03-30T05:31:42+00:00,Expense,Restaurant,-7.3647456,USD,,,2024-03,7.3647456
2024-03-30T09:34:23+00:00,Expense,Restaurant,-3.068644,USD,Pasta,,2024-03,3.068644
2024-03-30T09:35:00+00:00,Expense,Acommodation,-15.74214372,USD,Hostel forest ñake backpackers ,,2024-03,15.74214372
2024-03-30T12:38:46+00:00,Expense,Restaurant,-5.5235592,USD,Vegan way - burger,,2024-03,5.5235592
2024-03-30T13:01:34+00:00,Expense,Groceries,-26.1601901,USD,24 bars,,2024-03,26.1601901
2024-03-30T13:13:59+00:00,Expense,Personal Care,-15.34322,USD,Segundo aro izquierda piercing,,2024-03,15.34322
2024-03-30T13:50:26+00:00,Expense,Restaurant,-2.5316313,USD,Chicken teriyaki roce,,2024-03,2.5316313
2024-03-31T04:12:59+00:00,Expense,Restaurant,-5.370127,USD,,,2024-03,5.370127
2024-03-31T05:15:20+00:00,Expense,Flights,-3.068644,USD,Photo permit,,2024-03,3.068644
2024-03-31T05:15:40+00:00,Expense,Transport,-1.72611225,USD,,,2024-03,1.72611225
2024-03-31T06:53:47+00:00,Expense,Activities,-34.522245,USD,Rental gear annapurna,,2024-03,34.522245
2024-03-31T06:54:00+00:00,Expense,Activities,-7.67161,USD,Deposit annapurna gear,,2024-03,7.67161
2024-03-31T08:16:05+00:00,Expense,Restaurant,-9.8196608,USD,,,2024-03,9.8196608
2024-03-31T08:38:27+00:00,Expense,Shopping,-1.1507415,USD,,,2024-03,1.1507415
2024-03-31T09:31:25+00:00,Expense,Transport,-6.137288,USD,Pokhara to Besisahar,bus,2024-03,6.137288
2024-03-31T09:34:09+00:00,Expense,Personal Care,-1.1507415,USD,Laundry,,2024-03,1.1507415
2024-03-31T14:45:48+00:00,Expense,Restaurant,-5.6002753,USD,,,2024-03,5.6002753
2024-03-31T14:54:19+00:00,Expense,Groceries,-3.2987923,USD,,,2024-03,3.2987923
2024-03-31T15:10:17+00:00,Expense,Groceries,-1.7644703,USD,,,2024-03,1.7644703
2024-03-31T15:10:41+00:00,Expense,Pharmacy ,-7.9017583,USD,,,2024-03,7.9017583
2024-04-01T01:53:32+00:00,Expense,Acommodation,-12.1211438,USD,,,2024-04,12.1211438
2024-04-01T07:35:59+00:00,Expense,Restaurant,-8.438771,USD,,,2024-04,8.438771
2024-04-01T07:36:28+00:00,Expense,Transport,-11.507415,USD,Jeep Besisahar to Dharapani,,2024-04,11.507415
2024-04-02T01:53:39+00:00,Expense,Restaurant,-11.507415,USD,Dinner breakfast and sleep,"breakfast,dinner",2024-04,11.507415
2024-04-02T08:38:27+00:00,Expense,Restaurant,-6.8277329,USD,,,2024-04,6.8277329
2024-04-03T04:12:29+00:00,Expense,Coffee,-1.2274576,USD,,,2024-04,1.2274576
2024-04-03T04:20:15+00:00,Expense,Coffee,-1.0740254,USD,,,2024-04,1.0740254
2024-04-03T08:01:21+00:00,Expense,Restaurant,-9.205932,USD,,,2024-04,9.205932
2024-04-04T01:33:11+00:00,Expense,Restaurant,-14.00068825,USD,Mountain bridge - uper pisang - mushroom noodle and breakfast ,,2024-04,14.00068825
2024-04-04T07:42:13+00:00,Expense,Restaurant,-10.3566735,USD,,,2024-04,10.3566735
2024-04-04T11:14:21+00:00,Expense,Restaurant,-11.507415,USD,Special Yak burger and garlic soup,dinner,2024-04,11.507415
2024-04-04T12:12:16+00:00,Expense,Coffee,-3.068644,USD,,,2024-04,3.068644
2024-04-04T15:00:03+00:00,Expense,Personal Care,-1.1507415,USD,Shower hot,,2024-04,1.1507415
2024-04-05T05:26:46+00:00,Expense,Coffee,-6.5208685,USD,,,2024-04,6.5208685
2024-04-05T05:32:29+00:00,Expense,Shopping,-1.7644703,USD,,,2024-04,1.7644703
2024-04-05T05:32:45+00:00,Expense,Shopping,-1.9179025,USD,,,2024-04,1.9179025
2024-04-05T11:07:37+00:00,Expense,Coffee,-3.835805,USD,,,2024-04,3.835805
2024-04-05T11:07:45+00:00,Expense,Restaurant,-5.7537075,USD,Veg burger,lunch,2024-04,5.7537075
2024-04-05T11:12:33+00:00,Expense,Personal Care,-6.5208685,USD,"Crema, lip balm, banderitas",,2024-04,6.5208685
2024-04-05T11:13:19+00:00,Expense,Restaurant,-3.835805,USD,,breakfast,2024-04,3.835805
2024-04-05T14:58:30+00:00,Expense,Restaurant,-10.3566735,USD,"Moms, soup and omelet ",dinner,2024-04,10.3566735
2024-04-06T06:56:58+00:00,Expense,Restaurant,-7.9017583,USD,,lunch,2024-04,7.9017583
2024-04-06T06:59:54+00:00,Expense,Shopping,-1.1507415,USD,Sancho,,2024-04,1.1507415
2024-04-06T07:13:02+00:00,Expense,Restaurant,-7.2113134,USD,,dinner,2024-04,7.2113134
2024-04-06T07:14:06+00:00,Expense,Coffee,-3.835805,USD,Ginger tea shared ,,2024-04,3.835805
2024-04-06T14:59:40+00:00,Expense,Restaurant,-5.370127,USD,Omelet and chapati,breakfast,2024-04,5.370127
2024-04-07T02:58:07+00:00,Expense,Restaurant,-5.7537075,USD,Veg burger,dinner,2024-04,5.7537075
2024-04-07T02:58:26+00:00,Expense,Coffee,-3.068644,USD,Sharwd teapot,,2024-04,3.068644
2024-04-07T07:14:17+00:00,Expense,Restaurant,-4.6796821,USD,,breakfast,2024-04,4.6796821
2024-04-07T07:14:25+00:00,Expense,Restaurant,-5.7537075,USD,,lunch,2024-04,5.7537075
2024-04-08T02:11:45+00:00,Expense,Restaurant,-7.2880295,USD,Momo and garlic soup,dinner,2024-04,7.2880295
2024-04-08T02:58:39+00:00,Expense,Restaurant,-3.068644,USD,Porridge apple,breakfast,2024-04,3.068644
2024-04-08T02:58:50+00:00,Expense,Coffee,-0.3835805,USD,Hot water,,2024-04,0.3835805
2024-04-08T07:54:37+00:00,Expense,Coffee,-4.02759525,USD,Momos and tea,,2024-04,4.02759525
2024-04-08T13:06:51+00:00,Expense,Restaurant,-9.5895125,USD,Yak cheese burger,lunch,2024-04,9.5895125
2024-04-08T13:07:25+00:00,Expense,Coffee,-1.0740254,USD,,,2024-04,1.0740254
2024-04-08T13:07:41+00:00,Expense,Groceries,-3.068644,USD,Oreo and snikers,,2024-04,3.068644
2024-04-09T02:13:42+00:00,Expense,Restaurant,-7.4414617,USD,"Chapati , omelet, hot water",breakfast,2024-04,7.4414617
2024-04-09T10:54:32+00:00,Expense,Restaurant,-6.904449,USD,Noodle egg,,2024-04,6.904449
2024-04-09T10:54:50+00:00,Expense,Coffee,-4.18102745,USD,Apple pie and tea,,2024-04,4.18102745
2024-04-09T10:55:45+00:00,Expense,Coffee,-1.534322,USD,Coconut biscuits,,2024-04,1.534322
2024-04-09T10:56:03+00:00,Expense,Groceries,-1.9179025,USD,Water bottle,,2024-04,1.9179025
2024-04-09T13:43:15+00:00,Expense,Restaurant,-14.00068825,USD,Fried noodle tuna and half momos garlic dipuo,dinner,2024-04,14.00068825
2024-04-09T13:45:59+00:00,Expense,Groceries,-2.301483,USD,Water bottle ,,2024-04,2.301483
2024-04-10T03:12:56+00:00,Expense,Restaurant,-6.904449,USD,Muktinah - Yak wrap second lunch,lunch,2024-04,6.904449
2024-04-10T03:13:34+00:00,Expense,Alcohol,-14.9596395,USD,Beer x3,,2024-04,14.9596395
2024-04-10T03:20:49+00:00,Expense,Restaurant,-5.7537075,USD,Burrito,dinner,2024-04,5.7537075
2024-04-10T07:03:58+00:00,Expense,Restaurant,-6.5208685,USD,"Egg chiwmein and apple
Juice ",lunch,2024-04,6.5208685
2024-04-10T11:19:48+00:00,Expense,Personal Care,-23.01483,USD,Porter thorong la pass,,2024-04,23.01483
2024-04-10T13:46:39+00:00,Expense,Restaurant,-5.370127,USD,,breakfast,2024-04,5.370127
2024-04-11T03:21:27+00:00,Expense,Restaurant,-6.5208685,USD,Shat shuka,breakfast,2024-04,6.5208685
2024-04-11T03:22:11+00:00,Expense,Restaurant,-9.973093,USD,Yak burger and wai wai sodeko,lunch,2024-04,9.973093
2024-04-11T03:22:23+00:00,Expense,Alcohol,-4.9865465,USD,Beer outside bob marley,lunch,2024-04,4.9865465
2024-04-11T03:23:18+00:00,Expense,Restaurant,-6.904449,USD,Chicken mushroom wrap,dinner,2024-04,6.904449
2024-04-11T03:23:28+00:00,Expense,Alcohol,-4.9865465,USD,,dinner,2024-04,4.9865465
2024-04-11T03:23:40+00:00,Expense,Alcohol,-3.068644,USD,Beer outside,,2024-04,3.068644
2024-04-11T10:41:30+00:00,Expense,Alcohol,-3.068644,USD,,,2024-04,3.068644
2024-04-11T10:41:37+00:00,Expense,Coffee,-1.3808898,USD,,,2024-04,1.3808898
2024-04-11T12:44:31+00:00,Expense,Coffee,-1.8411864,USD,Bounty and biscuits ,,2024-04,1.8411864
2024-04-12T02:50:04+00:00,Expense,Flights,-44.82651414,USD,Cambio fecha pasaje retorno MAD - SCL,,2024-04,44.82651414
2024-04-12T03:27:32+00:00,Expense,Restaurant,-7.2880295,USD,Omelet chapati,breakfast,2024-04,7.2880295
2024-04-12T04:28:37+00:00,Expense,Alcohol,-1.534322,USD,Cider,,2024-04,1.534322
2024-04-12T04:29:12+00:00,Expense,Alcohol,-1.0740254,USD,Apple wine,,2024-04,1.0740254
2024-04-12T04:30:02+00:00,Expense,Restaurant,-7.09623925,USD,Chicken fry and half momos,dinner,2024-04,7.09623925
2024-04-12T04:30:39+00:00,Expense,Transport,-1.534322,USD,Taxi to marpha,,2024-04,1.534322
